asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url
HO,Company,CATEGORY_HEALTH,health,How Her Own Breast Cancer Diagnosis Changed How This Breast Cancer Doctor Treats Patients: 'Now I'm in it' - AOL.com,"""I'm a much better doctor because of everything I've gone through,"" says Dr. Sue Hwang, 48",PEOPLE,2026-01-20T18:41:40Z,Positive,0.9340127110481262,0.06598733365535736,0.9340127110481262,https://people.com/breast-cancer-doctor-on-her-own-breast-cancer-diagnosis-11879346
TTE,Company,CATEGORY_HEALTH,health,How Her Own Breast Cancer Diagnosis Changed How This Breast Cancer Doctor Treats Patients: 'Now I'm in it' - AOL.com,"""I'm a much better doctor because of everything I've gone through,"" says Dr. Sue Hwang, 48",PEOPLE,2026-01-20T18:41:40Z,Positive,0.9340127110481262,0.06598733365535736,0.9340127110481262,https://people.com/breast-cancer-doctor-on-her-own-breast-cancer-diagnosis-11879346
UNKNOWN,Unknown,CATEGORY_HEALTH,health,Cold Weather Doesn't Make You Sick. Here's What's Really to Blame. - ScienceAlert,Many people across cultures grow up hearing that cold weather makes you sick.,ScienceAlert,2026-01-20T18:05:42Z,Negative,0.9505634307861328,0.9505634307861328,0.049436572939157486,https://www.sciencealert.com/cold-weather-doesnt-make-you-sick-heres-whats-really-to-blame
UNKNOWN,Unknown,CATEGORY_HEALTH,health,"A Hidden Tooth Infection May Be Disrupting Your Blood Sugar, Scientists Find - SciTechDaily","Deep tooth infections can quietly fuel inflammation that disrupts blood sugar control, and treating them may benefit overall metabolic health.",SciTechDaily,2026-01-20T17:54:39Z,Negative,0.9646540880203247,0.9646540880203247,0.035345908254384995,https://scitechdaily.com/?p=507185
HO,Company,CATEGORY_HEALTH,health,Infrared vs. Traditional Sauna: Which Is Actually Better for You? - GQ,"A thermoregulation physiologist, cardiologist, and dermatologist settle the debate over a hot topic.",GQ Magazine,2026-01-20T15:48:13Z,Negative,0.8431311845779419,0.8431311845779419,0.1568688005208969,https://www.gq.com/story/infrared-vs-traditional-sauna-which-is-actually-better-for-you-2
TTE,Company,CATEGORY_HEALTH,health,Infrared vs. Traditional Sauna: Which Is Actually Better for You? - GQ,"A thermoregulation physiologist, cardiologist, and dermatologist settle the debate over a hot topic.",GQ Magazine,2026-01-20T15:48:13Z,Negative,0.8431311845779419,0.8431311845779419,0.1568688005208969,https://www.gq.com/story/infrared-vs-traditional-sauna-which-is-actually-better-for-you-2
UNKNOWN,Unknown,CATEGORY_HEALTH,health,"The early-dinner sleep promise gets a reality check, study finds - Earth.com","Nearly 200 adults with overweight or obesity tried advanced, delayed and flexible eating windows for weeks as mood and quality-of-life metrics were tracked.",Earth.com,2026-01-20T15:21:25Z,Positive,0.6804786920547485,0.31952130794525146,0.6804786920547485,https://www.earth.com/news/the-early-dinner-sleep-promise-gets-a-reality-check-study-finds-pr25/
ENGI,Company,CATEGORY_HEALTH,health,Scientists identify hidden protein interaction driving Parkinson’s disease - ScienceDaily,"Researchers have identified a key molecular interaction that accelerates Parkinson’s disease by damaging the brain’s energy systems. They designed a new treatment that intercepts this harmful process, protecting brain cells and restoring their function. In la…",Science Daily,2026-01-20T15:14:17Z,Negative,0.947260320186615,0.947260320186615,0.052739646285772324,https://www.sciencedaily.com/releases/2026/01/260120095111.htm
TTE,Company,CATEGORY_HEALTH,health,Scientists identify hidden protein interaction driving Parkinson’s disease - ScienceDaily,"Researchers have identified a key molecular interaction that accelerates Parkinson’s disease by damaging the brain’s energy systems. They designed a new treatment that intercepts this harmful process, protecting brain cells and restoring their function. In la…",Science Daily,2026-01-20T15:14:17Z,Negative,0.947260320186615,0.947260320186615,0.052739646285772324,https://www.sciencedaily.com/releases/2026/01/260120095111.htm
TSLA,Company,CATEGORY_HEALTH,health,Vitamin B12 clues offer hope for new therapies - Cornell Chronicle,New data about the ill effects of low B12 levels underscores the urgency of screening and intervention.,Cornell.edu,2026-01-20T15:00:47Z,Positive,0.8728982210159302,0.12710177898406982,0.8728982210159302,https://news.cornell.edu/stories/2026/01/vitamin-b12-clues-offer-hope-new-therapies
HO,Company,CATEGORY_HEALTH,health,Vitamin B12 clues offer hope for new therapies - Cornell Chronicle,New data about the ill effects of low B12 levels underscores the urgency of screening and intervention.,Cornell.edu,2026-01-20T15:00:47Z,Positive,0.8728982210159302,0.12710177898406982,0.8728982210159302,https://news.cornell.edu/stories/2026/01/vitamin-b12-clues-offer-hope-new-therapies
HO,Company,CATEGORY_HEALTH,health,Unexpected vitamin B1 connection emerges in genetic study of gut motility - Medical Xpress,"Bowel habits aren't exactly dinner-table talk. But they reflect how quickly the gut moves things along, and when that goes wrong, people can experience constipation, diarrhea, or irritable bowel syndrome (IBS). Yet the biological mechanisms that control bowel…",Medical Xpress,2026-01-20T14:00:02Z,Negative,0.8259609937667847,0.8259609937667847,0.17403899133205414,https://medicalxpress.com/news/2026-01-unexpected-vitamin-b1-emerges-genetic.html
TSLA,Company,CATEGORY_HEALTH,health,"Scientists Reveal the “Healthiest” Way to Drink Coffee, and It’s Not How Most People Do It - AOL.com","For a lot of people, coffee isn’t a habit.",Parentdiaries.com,2026-01-16T16:25:26Z,Negative,0.6539570093154907,0.6539570093154907,0.3460429906845093,https://parentdiaries.com/scientists-reveal-the-healthiest-way-to-drink-coffee-and-its-not-how-most-people-do-it/
HO,Company,CATEGORY_HEALTH,health,"Scientists Reveal the “Healthiest” Way to Drink Coffee, and It’s Not How Most People Do It - AOL.com","For a lot of people, coffee isn’t a habit.",Parentdiaries.com,2026-01-16T16:25:26Z,Negative,0.6539570093154907,0.6539570093154907,0.3460429906845093,https://parentdiaries.com/scientists-reveal-the-healthiest-way-to-drink-coffee-and-its-not-how-most-people-do-it/
TSLA,Company,CATEGORY_SCIENCE,science,"Scientists may be approaching a 'fundamental breakthrough in cosmology and particle physics', if dark matter and 'ghost particles' can interact - Live Science","Astronomers found evidence that dark matter and neutrinos may interact, hinting at a ""fundamental breakthrough"" that challenges our understanding of how the universe evolved.",Live Science,2026-01-22T11:00:00Z,Negative,0.9384132027626038,0.9384132027626038,0.06158680468797684,https://www.livescience.com/physics-mathematics/particle-physics/scientists-may-be-approaching-a-fundamental-breakthrough-in-cosmology-and-particle-physics-if-dark-matter-and-ghost-particles-can-interact
HO,Company,CATEGORY_SCIENCE,science,"Scientists may be approaching a 'fundamental breakthrough in cosmology and particle physics', if dark matter and 'ghost particles' can interact - Live Science","Astronomers found evidence that dark matter and neutrinos may interact, hinting at a ""fundamental breakthrough"" that challenges our understanding of how the universe evolved.",Live Science,2026-01-22T11:00:00Z,Negative,0.9384132027626038,0.9384132027626038,0.06158680468797684,https://www.livescience.com/physics-mathematics/particle-physics/scientists-may-be-approaching-a-fundamental-breakthrough-in-cosmology-and-particle-physics-if-dark-matter-and-ghost-particles-can-interact
TTE,Company,CATEGORY_SCIENCE,science,"Scientists may be approaching a 'fundamental breakthrough in cosmology and particle physics', if dark matter and 'ghost particles' can interact - Live Science","Astronomers found evidence that dark matter and neutrinos may interact, hinting at a ""fundamental breakthrough"" that challenges our understanding of how the universe evolved.",Live Science,2026-01-22T11:00:00Z,Negative,0.9384132027626038,0.9384132027626038,0.06158680468797684,https://www.livescience.com/physics-mathematics/particle-physics/scientists-may-be-approaching-a-fundamental-breakthrough-in-cosmology-and-particle-physics-if-dark-matter-and-ghost-particles-can-interact
TSLA,Company,CATEGORY_SCIENCE,science,'We can handle any kind of difficult situation': Crew-11 astronauts say 1st medical evacuation from ISS had a silver lining - Space,"""This is actually a very, very good experience for the future of human spaceflight.""",Space.com,2026-01-21T23:00:00Z,Negative,0.7250170111656189,0.7250170111656189,0.2749829590320587,https://www.space.com/space-exploration/human-spaceflight/we-can-handle-any-kind-of-difficult-situation-crew-11-astronauts-say-1st-medical-evacuation-from-iss-had-a-silver-lining
HO,Company,CATEGORY_SCIENCE,science,NASA’s Artemis II Mission to Fly Legacy Keepsakes with Astronaut Crew - NASA (.gov),"As America approaches its 250th anniversary of declaring independence, NASA’s Artemis II mission will carry a host of mementos that reflect the nation’s long",NASA,2026-01-21T22:48:06Z,Positive,0.8970170021057129,0.10298299044370651,0.8970170021057129,https://www.nasa.gov/missions/artemis/artemis-2/nasas-artemis-ii-mission-to-fly-legacy-keepsakes-with-astronaut-crew/
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Massive cloud with metallic winds discovered orbiting mystery object - Phys.org,"Sweeping winds of vaporized metals have been found in a massive cloud that dimmed the light of a star for nearly nine months. This discovery, made with the Gemini South telescope in Chile, one half of the International Gemini Observatory, offers a rare glimps…",Phys.Org,2026-01-21T22:17:40Z,Negative,0.7725753784179688,0.7725753784179688,0.22742457687854767,https://phys.org/news/2026-01-massive-cloud-metallic-orbiting-mystery.html
TSLA,Company,CATEGORY_SCIENCE,science,'Eye of God' nebula looks like a cosmic lava lamp in new James Webb Space Telescope image - Space,"It may be one of the most iconic sights in the night sky, but astronomers have never seen the Helix Nebula like this before.",Space.com,2026-01-21T22:00:00Z,Positive,0.7076764106750488,0.29232358932495117,0.7076764106750488,https://www.space.com/astronomy/galaxies/eye-of-god-nebula-looks-like-a-cosmic-lava-lamp-in-new-james-webb-space-telescope-image
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,"Meet the marten: An updated look at a rare, adorable carnivore - Phys.org","Oregon State University researchers have painted a clearer picture of the coastal marten, a secretive, ferret-sized forest carnivore renowned for its cuteness but nearly driven to extinction by human activity in the 20th century.",Phys.Org,2026-01-21T21:52:18Z,Positive,0.6099569201469421,0.39004310965538025,0.6099569201469421,https://phys.org/news/2026-01-marten-rare-adorable-carnivore.html
HO,Company,CATEGORY_SCIENCE,science,Are your memories illusions? New study disentangles the Boltzmann brain paradox - Phys.org,"In a recent paper, SFI Professor David Wolpert, SFI Fractal Faculty member Carlo Rovelli, and physicist Jordan Scharnhorst examine a longstanding, paradoxical thought experiment in statistical physics and cosmology known as the ""Boltzmann brain"" hypothesis—th…",Phys.Org,2026-01-21T20:10:01Z,Negative,0.9053856134414673,0.9053856134414673,0.0946144089102745,https://phys.org/news/2026-01-memories-illusions-disentangles-boltzmann-brain.html
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,"Watch a robot swarm ""bloom"" like a garden - Ars Technica",The Swarm Garden: An array of modular robot agents that adapt to changing conditions for living architecture.,Ars Technica,2026-01-21T19:47:27Z,Positive,0.9319925904273987,0.06800737977027893,0.9319925904273987,https://arstechnica.com/science/2026/01/watch-a-robot-swarm-bloom-like-a-garden/
HO,Company,CATEGORY_SCIENCE,science,Glamping with the stars: These 7 retreats are perfect for night-sky watching - Yahoo,Bask in modern luxury while taking in the cosmos at these astrotourism escapes.,National Geographic,2026-01-21T19:19:36Z,Positive,0.8702908158302307,0.1297091543674469,0.8702908158302307,https://www.nationalgeographic.com/travel/article/best-cabins-stargazing
MC,Company,CATEGORY_SCIENCE,science,Glamping with the stars: These 7 retreats are perfect for night-sky watching - Yahoo,Bask in modern luxury while taking in the cosmos at these astrotourism escapes.,National Geographic,2026-01-21T19:19:36Z,Positive,0.8702908158302307,0.1297091543674469,0.8702908158302307,https://www.nationalgeographic.com/travel/article/best-cabins-stargazing
HO,Company,CATEGORY_SCIENCE,science,"2026’s Meteor Showers Could Be the Best in Decades, Here’s When to Watch - The Daily Galaxy",Don’t put your telescope away just yet. 2026 is bringing a lineup of meteor showers that might be worth losing a little sleep over.,The Daily Galaxy --Great Discoveries Channel,2026-01-21T18:50:00Z,Negative,0.9003693461418152,0.9003693461418152,0.0996306762099266,https://dailygalaxy.com/2026/01/2026-meteor-showers-heres-when-to-watch/
AMZN,Company,CATEGORY_SCIENCE,science,Astronomy Days 2026 postponed - WRAL,Winter weather has forced the annual 2-day event which draws thousands to the North Carolina Museum of Natural Sciences to be rescheduled to January 31 and February 1.,WRAL.com,2026-01-21T18:37:49Z,Negative,0.9501209259033203,0.9501209259033203,0.04987914860248566,https://www.wral.com/news/local/astronomy-days-postponed-jan-2026/
TSLA,Company,CATEGORY_SCIENCE,science,Astronomy Days 2026 postponed - WRAL,Winter weather has forced the annual 2-day event which draws thousands to the North Carolina Museum of Natural Sciences to be rescheduled to January 31 and February 1.,WRAL.com,2026-01-21T18:37:49Z,Negative,0.9501209259033203,0.9501209259033203,0.04987914860248566,https://www.wral.com/news/local/astronomy-days-postponed-jan-2026/
SAN,Company,CATEGORY_SCIENCE,science,Astronomy Days 2026 postponed - WRAL,Winter weather has forced the annual 2-day event which draws thousands to the North Carolina Museum of Natural Sciences to be rescheduled to January 31 and February 1.,WRAL.com,2026-01-21T18:37:49Z,Negative,0.9501209259033203,0.9501209259033203,0.04987914860248566,https://www.wral.com/news/local/astronomy-days-postponed-jan-2026/
HO,Company,CATEGORY_SCIENCE,science,Astronomy Days 2026 postponed - WRAL,Winter weather has forced the annual 2-day event which draws thousands to the North Carolina Museum of Natural Sciences to be rescheduled to January 31 and February 1.,WRAL.com,2026-01-21T18:37:49Z,Negative,0.9501209259033203,0.9501209259033203,0.04987914860248566,https://www.wral.com/news/local/astronomy-days-postponed-jan-2026/
TSLA,Company,CATEGORY_SCIENCE,science,Unified framework sorts spacetime fluctuations for quantum-gravity experiments - Phys.org,"A team of researchers led by the University of Warwick has developed the first unified framework for detecting ""spacetime fluctuations""—tiny, random distortions in the fabric of spacetime that appear in many attempts to unite quantum physics and gravity.",Phys.Org,2026-01-21T18:22:33Z,Negative,0.5998985171318054,0.5998985171318054,0.40010151267051697,https://phys.org/news/2026-01-framework-spacetime-fluctuations-quantum-gravity.html
TTE,Company,CATEGORY_SCIENCE,science,Unified framework sorts spacetime fluctuations for quantum-gravity experiments - Phys.org,"A team of researchers led by the University of Warwick has developed the first unified framework for detecting ""spacetime fluctuations""—tiny, random distortions in the fabric of spacetime that appear in many attempts to unite quantum physics and gravity.",Phys.Org,2026-01-21T18:22:33Z,Negative,0.5998985171318054,0.5998985171318054,0.40010151267051697,https://phys.org/news/2026-01-framework-spacetime-fluctuations-quantum-gravity.html
HO,Company,CATEGORY_SCIENCE,science,Massive black hole mystery unlocked by researchers - Phys.org,"It's one of astronomy's great mysteries: how did black holes get so big, so massive, so quickly. An answer to this cosmic conundrum has now been provided by researchers at Ireland's Maynooth University (MU) and reported today in Nature Astronomy.",Phys.Org,2026-01-21T18:16:55Z,Negative,0.8034734725952148,0.8034734725952148,0.19652651250362396,https://phys.org/news/2026-01-massive-black-hole-mystery.html
TSLA,Company,CATEGORY_SCIENCE,science,Ageing promotes microglial accumulation of slow-degrading synaptic proteins - Nature,Newly developed mouse models that enable cell-specific analyses of proteostasis dynamics across the lifespan of the mice reveal key aspects of neuronal proteostasis with ageing.,Nature.com,2026-01-21T16:53:05Z,Positive,0.9673537015914917,0.032646309584379196,0.9673537015914917,https://www.nature.com/articles/s41586-025-09987-9
TSLA,Company,CATEGORY_SCIENCE,science,"Symmetry, microscopy and spectroscopy signatures of altermagnetism - Nature","The symmetry, microscopy and spectroscopy signatures of altermagnetism are reviewed, and compared with traditional ferromagnetism and Néel antiferromagnetism, and magnetic phases with symmetry-protected compensated non-collinear spin orders.",Nature.com,2026-01-21T16:42:50Z,Positive,0.8308637142181396,0.16913622617721558,0.8308637142181396,https://www.nature.com/articles/s41586-025-09883-2
HO,Company,CATEGORY_SCIENCE,science,Key protein can restore aging neural stem cells' ability to regenerate - Phys.org,"Researchers at the Yong Loo Lin School of Medicine, National University of Singapore (NUS Medicine), have found that a key protein can help to regenerate neural stem cells, which may improve aging-associated decline in neuronal production of an aging brain.",Phys.Org,2026-01-21T16:40:03Z,Positive,0.9909358620643616,0.009064181707799435,0.9909358620643616,https://phys.org/news/2026-01-key-protein-aging-neural-stem.html
TTE,Company,CATEGORY_SCIENCE,science,Probing quantum mechanics with nanoparticle matter-wave interferometry - Nature,"Quantum interference of sodium nanoparticles, which can each contain more than 7,000 atoms at masses greater than 170,000 Da, is demonstrated.",Nature.com,2026-01-21T16:13:26Z,Positive,0.9581266045570374,0.04187346249818802,0.9581266045570374,https://www.nature.com/articles/s41586-025-09917-9
TSLA,Company,CATEGORY_SCIENCE,science,Afar fossil shows broad distribution and versatility of Paranthropus - Nature,"With its attribution to Paranthropus, a 2.6-million-year-old partial mandible expands the range of the genus into the Afar region of Ethiopia and adds to our understanding of hominin evolution in eastern Africa.",Nature.com,2026-01-21T16:08:29Z,Positive,0.9905853867530823,0.009414621628820896,0.9905853867530823,https://www.nature.com/articles/s41586-025-09826-x
HO,Company,CATEGORY_SCIENCE,science,Afar fossil shows broad distribution and versatility of Paranthropus - Nature,"With its attribution to Paranthropus, a 2.6-million-year-old partial mandible expands the range of the genus into the Afar region of Ethiopia and adds to our understanding of hominin evolution in eastern Africa.",Nature.com,2026-01-21T16:08:29Z,Positive,0.9905853867530823,0.009414621628820896,0.9905853867530823,https://www.nature.com/articles/s41586-025-09826-x
HO,Company,CATEGORY_SCIENCE,science,Oxygen-free metabolism in the bird inner retina supported by the pecten - Nature,"While the photoreceptor outer segments in the bird outer retina have access to oxygen, the inner retina operates under chronic anoxia, supported by anaerobic glycolysis in the retinal neurons.",Nature.com,2026-01-21T16:08:28Z,Positive,0.9585009813308716,0.041498973965644836,0.9585009813308716,https://www.nature.com/articles/s41586-025-09978-w
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Neanderthals took reusable toolkits with them on high-altitude treks through the Alps - Phys.org,"When Neanderthals in Italy were crossing the Alps, it's likely they took refuge in high-altitude bear caves. A new study of stone tools in Caverna Generosa, a cave sitting 1,450 meters up in the mountains, found that these travelers also brought a toolkit wit…",Phys.Org,2026-01-21T15:20:08Z,Positive,0.7878647446632385,0.21213527023792267,0.7878647446632385,https://phys.org/news/2026-01-neanderthals-reusable-toolkits-high-altitude.html
HO,Company,CATEGORY_SCIENCE,science,These Snapshots of the Moment a Star Exploded Will Fill You With Cosmic Dread - Futurism,"A pair of incredible images show the very moment that two different stars exploded, an incredible display that's melting our minds.",Futurism,2026-01-21T15:11:11Z,Positive,0.6673672795295715,0.33263272047042847,0.6673672795295715,http://futurism.com/space/snapshots-star-exploded-dread
AIR,Company,CATEGORY_SCIENCE,science,These Snapshots of the Moment a Star Exploded Will Fill You With Cosmic Dread - Futurism,"A pair of incredible images show the very moment that two different stars exploded, an incredible display that's melting our minds.",Futurism,2026-01-21T15:11:11Z,Positive,0.6673672795295715,0.33263272047042847,0.6673672795295715,http://futurism.com/space/snapshots-star-exploded-dread
HO,Company,CATEGORY_SCIENCE,science,"Who is Shri Kulkarni, Indian-born RAS Gold Medal astrophysicist and Narayana Murthy’s brother-in-law? - Times of India","US News: Learn about Shrinivas R. Kulkarni, the Indian-born astrophysicist and recent recipient of the RAS Gold Medal, known for his transformative contributions to time-domain astronomy and groundbreaking discoveries in the universe.",The Times of India,2026-01-21T15:01:00Z,Positive,0.8297988176345825,0.17020121216773987,0.8297988176345825,https://timesofindia.indiatimes.com/world/us/who-is-shri-kulkarni-indian-born-ras-gold-medal-astrophysicist-and-narayana-murthys-brother-in-law/articleshow/126978026.cms
GOLD,Commodity,CATEGORY_SCIENCE,science,"Who is Shri Kulkarni, Indian-born RAS Gold Medal astrophysicist and Narayana Murthy’s brother-in-law? - Times of India","US News: Learn about Shrinivas R. Kulkarni, the Indian-born astrophysicist and recent recipient of the RAS Gold Medal, known for his transformative contributions to time-domain astronomy and groundbreaking discoveries in the universe.",The Times of India,2026-01-21T15:01:00Z,Positive,0.8297988176345825,0.17020121216773987,0.8297988176345825,https://timesofindia.indiatimes.com/world/us/who-is-shri-kulkarni-indian-born-ras-gold-medal-astrophysicist-and-narayana-murthys-brother-in-law/articleshow/126978026.cms
HO,Company,CATEGORY_SCIENCE,science,"Hubble sees baby stars in Large Magellanic Cloud photo of the day for Jan. 21, 2026 - Space","The Large Magellanic Cloud, or LMC, is a key spot for astronomers to study star formation.",Space.com,2026-01-21T15:00:00Z,Positive,0.9156132936477661,0.08438677340745926,0.9156132936477661,https://www.space.com/astronomy/hubble-space-telescope/hubble-sees-baby-stars-in-large-magellanic-cloud-space-photo-of-the-day-for-jan-21-2026
TSLA,Company,CATEGORY_SCIENCE,science,Southern hemisphere ceratosaurs evolved feeding mechanics paralleling those of Northern hemisphere tyrannosaurids - Nature,"Ceratosaurs (Ceratosauria), including Ceratosaurus and derived abelisaurids such as Carnotaurus, were the dominant large-bodied predators in Cretaceous ecosystems of the Southern Hemisphere, paralleling the ecological role of tyrannosaurids in the Cretaceous …",Nature.com,2026-01-21T14:56:27Z,Positive,0.8337507247924805,0.16624923050403595,0.8337507247924805,https://www.nature.com/articles/s41598-025-32686-4
HO,Company,CATEGORY_SCIENCE,science,Southern hemisphere ceratosaurs evolved feeding mechanics paralleling those of Northern hemisphere tyrannosaurids - Nature,"Ceratosaurs (Ceratosauria), including Ceratosaurus and derived abelisaurids such as Carnotaurus, were the dominant large-bodied predators in Cretaceous ecosystems of the Southern Hemisphere, paralleling the ecological role of tyrannosaurids in the Cretaceous …",Nature.com,2026-01-21T14:56:27Z,Positive,0.8337507247924805,0.16624923050403595,0.8337507247924805,https://www.nature.com/articles/s41598-025-32686-4
HO,Company,CATEGORY_SCIENCE,science,James Webb Solves the Mystery of the Universe’s “Little Red Dots” - SciTechDaily,James Webb’s mysterious red dots are baby black holes caught during a dramatic growth spurt.,SciTechDaily,2026-01-21T14:06:59Z,Positive,0.6910183429718018,0.30898168683052063,0.6910183429718018,https://scitechdaily.com/james-webb-solves-the-mystery-of-the-universes-little-red-dots/
TSLA,Company,CATEGORY_SCIENCE,science,Bionic LiDAR system achieves beyond-retinal resolution through adaptive focusing - Phys.org,"In a recent study, researchers from China have developed a chip-scale LiDAR system that mimics the human eye's foveation by dynamically concentrating high-resolution sensing on regions of interest (ROIs) while maintaining broad awareness across the full field…",Phys.Org,2026-01-21T13:02:33Z,Positive,0.9882625937461853,0.01173744723200798,0.9882625937461853,https://phys.org/news/2026-01-bionic-lidar-retinal-resolution-focusing.html
TSLA,Company,CATEGORY_SCIENCE,science,This New Device Turns Carbon Emissions Into a Valuable Chemical - SciTechDaily,"This new technology turns everyday carbon emissions into a useful chemical—right at the source, even from thin air.",SciTechDaily,2026-01-21T13:00:11Z,Positive,0.9939999580383301,0.006000031251460314,0.9939999580383301,https://scitechdaily.com/this-new-device-turns-carbon-emissions-into-a-valuable-chemical/
AIR,Company,CATEGORY_SCIENCE,science,This New Device Turns Carbon Emissions Into a Valuable Chemical - SciTechDaily,"This new technology turns everyday carbon emissions into a useful chemical—right at the source, even from thin air.",SciTechDaily,2026-01-21T13:00:11Z,Positive,0.9939999580383301,0.006000031251460314,0.9939999580383301,https://scitechdaily.com/this-new-device-turns-carbon-emissions-into-a-valuable-chemical/
HO,Company,CATEGORY_SCIENCE,science,"Suni Williams, the NASA astronaut who was stuck at the space station for months, retires within a year of returning - abc7.com",NASA's Suni Williams - one of two astronauts stuck for months at the International Space Station - has retired.,KABC-TV,2026-01-21T12:37:37Z,Negative,0.8184410929679871,0.8184410929679871,0.18155886232852936,https://abc7.com/post/suni-williams-nasa-astronaut-was-stuck-space-station-months-retires-year-returning/18442833/
TSLA,Company,CATEGORY_SCIENCE,science,NASA to end support for planetary science groups - SpaceNews,NASA is ending financial support for several planetary science groups as part of a broader drawdown of the agency’s advisory structure.,SpaceNews,2026-01-21T12:24:02Z,Negative,0.9632487893104553,0.9632487893104553,0.03675120323896408,http://spacenews.com/nasa-to-end-support-for-planetary-science-groups/
HO,Company,CATEGORY_SCIENCE,science,A Cycle Deep Within Earth's Crust May Affect Climate More Than We Thought - ScienceAlert,"Our planet has experienced dramatic climate shifts throughout its history, oscillating between freezing ""icehouse"" periods and warm ""greenhouse"" states.",ScienceAlert,2026-01-21T12:01:59Z,Negative,0.9599514603614807,0.9599514603614807,0.040048569440841675,https://www.sciencealert.com/a-cycle-deep-within-earths-crust-may-affect-climate-more-than-we-thought
TSLA,Company,CATEGORY_SCIENCE,science,It's Official: Africa Is Breaking Apart and a New Ocean Is Forming Faster Than Scientists Ever Predicted - Indian Defence Review,"A massive geological rift is tearing one of Earth’s largest continents in two, faster than scientists once believed.",Indiandefencereview.com,2026-01-21T12:00:00Z,Negative,0.8962833285331726,0.8962833285331726,0.10371661186218262,https://indiandefencereview.com/its-official-africa-is-breaking-apart-and-a-new-ocean-is-forming-faster-than-scientists-ever-predicted/
TSLA,Company,CATEGORY_SCIENCE,science,"Magnetic avalanches power solar flares, finds Solar Orbiter - European Space Agency","Just as avalanches on snowy mountains start with the movement of a small quantity of snow, the ESA-led Solar Orbiter spacecraft has discovered that a solar flare is triggered by initially weak disturbances that quickly become more violent. This rapidly evolvi…",Esa.int,2026-01-21T08:19:25Z,Negative,0.8989810347557068,0.8989810347557068,0.10101892054080963,https://www.esa.int/Science_Exploration/Space_Science/Solar_Orbiter/Magnetic_avalanches_power_solar_flares_finds_Solar_Orbiter
TSLA,Company,CATEGORY_SCIENCE,science,A failed galaxy could solve the dark matter mystery : Short Wave - NPR,"Cloud 9 is a failed galaxy. It’s a clump of dark matter, called a dark matter halo, that never formed stars. But this failure could be the key to a mystery almost as old as the universe itself: dark matter. Scientists don’t know what dark matter is, but Cloud…",NPR,2026-01-21T08:00:00Z,Negative,0.9472155570983887,0.9472155570983887,0.052784513682127,https://www.npr.org/2026/01/21/nx-s1-5677276/space-stars-dark-matter-galaxy
HO,Company,CATEGORY_SCIENCE,science,A failed galaxy could solve the dark matter mystery : Short Wave - NPR,"Cloud 9 is a failed galaxy. It’s a clump of dark matter, called a dark matter halo, that never formed stars. But this failure could be the key to a mystery almost as old as the universe itself: dark matter. Scientists don’t know what dark matter is, but Cloud…",NPR,2026-01-21T08:00:00Z,Negative,0.9472155570983887,0.9472155570983887,0.052784513682127,https://www.npr.org/2026/01/21/nx-s1-5677276/space-stars-dark-matter-galaxy
TTE,Company,CATEGORY_SCIENCE,science,A failed galaxy could solve the dark matter mystery : Short Wave - NPR,"Cloud 9 is a failed galaxy. It’s a clump of dark matter, called a dark matter halo, that never formed stars. But this failure could be the key to a mystery almost as old as the universe itself: dark matter. Scientists don’t know what dark matter is, but Cloud…",NPR,2026-01-21T08:00:00Z,Negative,0.9472155570983887,0.9472155570983887,0.052784513682127,https://www.npr.org/2026/01/21/nx-s1-5677276/space-stars-dark-matter-galaxy
AAPL,Company,CATEGORY_SCIENCE,science,Some plants make fake berries to trick birds into helping them spread seeds - Earth.com,"A rare yam species, Dioscorea melanophyma, spreads its clones by fooling birds with fake berries, helping it survive without seeds.",Earth.com,2026-01-21T07:16:27Z,Positive,0.7689231038093567,0.23107686638832092,0.7689231038093567,https://www.earth.com/news/fake-berries-help-sexless-plant-dioscorea-melanophyma-recruit-birds-for-dispersal/
HO,Company,CATEGORY_SCIENCE,science,Some plants make fake berries to trick birds into helping them spread seeds - Earth.com,"A rare yam species, Dioscorea melanophyma, spreads its clones by fooling birds with fake berries, helping it survive without seeds.",Earth.com,2026-01-21T07:16:27Z,Positive,0.7689231038093567,0.23107686638832092,0.7689231038093567,https://www.earth.com/news/fake-berries-help-sexless-plant-dioscorea-melanophyma-recruit-birds-for-dispersal/
TSLA,Company,CATEGORY_SCIENCE,science,Stanford scientists found a way to regrow cartilage and stop arthritis - ScienceDaily,"Scientists at Stanford Medicine have discovered a treatment that can reverse cartilage loss in aging joints and even prevent arthritis after knee injuries. By blocking a protein linked to aging, the therapy restored healthy, shock-absorbing cartilage in old m…",Science Daily,2026-01-21T04:56:21Z,Positive,0.9722475409507751,0.027752455323934555,0.9722475409507751,https://www.sciencedaily.com/releases/2026/01/260120000333.htm
