asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url,is_financial,financial_confidence,financial_label
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,A twitch in time? Quantum collapse models hint at tiny time fluctuations - Phys.org,"Quantum mechanics is rich with paradoxes and contradictions. It describes a microscopic world in which particles exist in a superposition of states—being in multiple places and configurations all at once, defined mathematically by what physicists call a ""wave…",Phys.Org,2026-01-20T20:02:16Z,Negative,0.957873523235321,0.957873523235321,0.0421264804899692,https://phys.org/news/2026-01-twitch-quantum-collapse-hint-tiny.html,0,0.00010652602941263467,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,"4,000 Space Mirrors Could Soon Light Up Your Night, and They’re Coming in 2026 - The Daily Galaxy","A bold new startup plans to launch mirrors into orbit to reflect sunlight onto Earth at night, a move that could outshine the Moon.",The Daily Galaxy --Great Discoveries Channel,2026-01-20T19:15:00Z,Positive,0.955564260482788,0.0444357842206954,0.955564260482788,https://dailygalaxy.com/2026/01/4000-space-mirrors-soon-light-up-night/,0,0.0012582947965711355,Non-Financial
SP500,Index,CATEGORY_SCIENCE,science,"NASA Unlocks Golden Age of Innovation, Exploration in Trump’s First Year - NASA (.gov)","One year into President Donald J. Trump’s second term, NASA is delivering measurable progress across human spaceflight, science, aeronautics, and cutting-edge",NASA,2026-01-20T17:57:57Z,Positive,0.9797431826591492,0.0202568098902702,0.9797431826591492,https://www.nasa.gov/news-release/nasa-unlocks-golden-age-of-innovation-exploration-in-trumps-first-year/,0,0.0005950297927483916,Non-Financial
GOLD,Commodity,CATEGORY_SCIENCE,science,"NASA Unlocks Golden Age of Innovation, Exploration in Trump’s First Year - NASA (.gov)","One year into President Donald J. Trump’s second term, NASA is delivering measurable progress across human spaceflight, science, aeronautics, and cutting-edge",NASA,2026-01-20T17:57:57Z,Positive,0.9797431826591492,0.0202568098902702,0.9797431826591492,https://www.nasa.gov/news-release/nasa-unlocks-golden-age-of-innovation-exploration-in-trumps-first-year/,0,0.0005950297927483916,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,"A Parrot Named Nigel With A British Accent Went Missing. It Showed Up Four Years Later, Talking Spanish. - IFLScience","Nigel, aka Morgan, went on quite the adventure.",IFLScience,2026-01-20T17:21:48Z,Positive,0.6788693070411682,0.3211306929588318,0.6788693070411682,https://www.iflscience.com/a-parrot-named-nigel-with-a-british-accent-went-missing-it-showed-up-four-years-later-talking-spanish-82270,0,4.001412889920175e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Quote of the Day by Stephen Hawking: 'We are just an advanced breed of monkeys on a minor planet of a very average star. But...' - 19FortyFive,Stephen Hawking’s 1988 “advanced monkeys” quote argues that understanding the universe—and exploring space—may be humanity’s best path to endure.,19fortyfive.com,2026-01-20T17:08:47Z,Positive,0.5685374736785889,0.4314625859260559,0.5685374736785889,https://www.19fortyfive.com/2026/01/quote-of-the-day-by-stephen-hawking-we-are-just-an-advanced-breed-of-monkeys-on-a-minor-planet-of-a-very-average-star-but/,0,5.326867540134117e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_SCIENCE,science,Vast cluster of ancient galaxies could rewrite the history of star formation - Phys.org,"Astronomers have discovered a vast, dense cluster of massive galaxies just 1 billion years after the Big Bang, each forming stars at an intense rate from collapsing clouds of dust. Reported in Astronomy & Astrophysics by an international team, led by Guilaine…",Phys.Org,2026-01-20T17:00:01Z,Positive,0.8558745384216309,0.1441254168748855,0.8558745384216309,https://phys.org/news/2026-01-vast-cluster-ancient-galaxies-rewrite.html,0,8.472034096485004e-05,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,"In 1938, Marjorie Courtenay-Latimer Resurrected A Species Thought To Be Extinct For 66 Million Years - IFLScience","""She had been in the lab and recognized how to identify fishes, and said that's something valuable that we have to preserve.”",IFLScience,2026-01-20T16:26:27Z,Positive,0.8886106610298157,0.1113893687725067,0.8886106610298157,https://www.iflscience.com/in-1938-marjorie-courtenay-latimer-resurrected-a-species-thought-to-be-extinct-for-66-million-years-82268,0,0.00015233136946335435,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,Physicists bridge worlds of quantum matter - Phys.org,"A new unified theory connects two fundamental domains of modern quantum physics: It joins two opposite views of how a single exotic particle behaves in a many-body system, namely as a mobile or static impurity among a large number of fermions, a so-called Fer…",Phys.Org,2026-01-20T16:22:07Z,Negative,0.8885678052902222,0.8885678052902222,0.1114321276545524,https://phys.org/news/2026-01-physicists-bridge-worlds-quantum.html,0,0.00013262902211863548,Non-Financial
TTE,Company,CATEGORY_SCIENCE,science,Physicists bridge worlds of quantum matter - Phys.org,"A new unified theory connects two fundamental domains of modern quantum physics: It joins two opposite views of how a single exotic particle behaves in a many-body system, namely as a mobile or static impurity among a large number of fermions, a so-called Fer…",Phys.Org,2026-01-20T16:22:07Z,Negative,0.8885678052902222,0.8885678052902222,0.1114321276545524,https://phys.org/news/2026-01-physicists-bridge-worlds-quantum.html,0,0.00013262902211863548,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,Rare Comet Approaches the Sun in Fiery Encounter Today Before Heading Toward Earth - The Daily Galaxy,"After brushing past the Sun, Comet Wierzchos is returning in February for a closer, and more visible, flyby near Earth.",The Daily Galaxy --Great Discoveries Channel,2026-01-20T16:15:00Z,Positive,0.8766602873802185,0.1233396604657173,0.8766602873802185,https://dailygalaxy.com/2026/01/rare-comet-approaches-the-sun-today/,0,3.8782261981396005e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,A New Theory Says Gravity May Come From Entropy—Which Could Lead to a Unified Theory of Physics - Yahoo,A new theory suggests gravity could possibly be the result of entropy—which would mean everything in the universe would fall apart if it all remained...,Popular Mechanics,2026-01-20T16:10:00Z,Negative,0.8830065131187439,0.8830065131187439,0.1169934347271919,https://www.popularmechanics.com/science/a70060000/gravity-from-entropy-unified-theory/,0,5.387312194216065e-05,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,A New Theory Says Gravity May Come From Entropy—Which Could Lead to a Unified Theory of Physics - Yahoo,A new theory suggests gravity could possibly be the result of entropy—which would mean everything in the universe would fall apart if it all remained...,Popular Mechanics,2026-01-20T16:10:00Z,Negative,0.8830065131187439,0.8830065131187439,0.1169934347271919,https://www.popularmechanics.com/science/a70060000/gravity-from-entropy-unified-theory/,0,5.387312194216065e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,'I did zone 2 cardio every week for an entire year – 8 things I learned' - Women's Health,One runner tried slow running for a year to build her long-distance running capacity and speed. Here's how it improved her physical and mental health,Women's Health,2026-01-20T15:17:59Z,Positive,0.869141161441803,0.1308588087558746,0.869141161441803,https://www.womenshealthmag.com/uk/fitness/running/a70050261/i-did-zone-2-cardio-for-a-year/,0,6.243029929464683e-05,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,'I did zone 2 cardio every week for an entire year – 8 things I learned' - Women's Health,One runner tried slow running for a year to build her long-distance running capacity and speed. Here's how it improved her physical and mental health,Women's Health,2026-01-20T15:17:59Z,Positive,0.869141161441803,0.1308588087558746,0.869141161441803,https://www.womenshealthmag.com/uk/fitness/running/a70050261/i-did-zone-2-cardio-for-a-year/,0,6.243029929464683e-05,Non-Financial
TTE,Company,CATEGORY_SCIENCE,science,"Earth’s Core Might Be “Buttery”, Scientists Say It’s a Brand-New State of Matter - The Daily Galaxy","Not solid, not liquid… scientists discover Earth’s core may be something entirely new.",The Daily Galaxy --Great Discoveries Channel,2026-01-20T15:15:00Z,Negative,0.7240729928016663,0.7240729928016663,0.2759269773960113,https://dailygalaxy.com/2026/01/earths-core-isnt-solid-but-buttery/,0,0.00011330155393807217,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,Scientists Just Discovered How Giant Dinosaurs Grew Necks So Massive They Changed the Way They Walked - The Daily Galaxy,What made these dinosaurs so huge? Scientists point to one surprising feature: the neck.,The Daily Galaxy --Great Discoveries Channel,2026-01-20T14:45:00Z,Positive,0.7480819821357727,0.2519181072711944,0.7480819821357727,https://dailygalaxy.com/2026/01/giant-dinosaurs-grew-massive-necks-to-walk/,0,4.310631993575953e-05,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,Invisible companion leaves evidence trail around supergiant star Betelgeuse - CNN,Optical proof of a tiny companion orbiting supergiant star Betelgeuse is hard to come by. Hubble just spotted new evidence.,CNN,2026-01-20T14:30:59Z,Negative,0.7942941188812256,0.7942941188812256,0.2057058662176132,https://www.cnn.com/2026/01/20/science/betelgeuse-companion-star-siwarha-wake,0,0.00015039708523545414,Non-Financial
TTE,Company,CATEGORY_SCIENCE,science,Invisible companion leaves evidence trail around supergiant star Betelgeuse - CNN,Optical proof of a tiny companion orbiting supergiant star Betelgeuse is hard to come by. Hubble just spotted new evidence.,CNN,2026-01-20T14:30:59Z,Negative,0.7942941188812256,0.7942941188812256,0.2057058662176132,https://www.cnn.com/2026/01/20/science/betelgeuse-companion-star-siwarha-wake,0,0.00015039708523545414,Non-Financial
TSLA,Company,CATEGORY_SCIENCE,science,"Mars orbiter sees odd etchings in the sand photo of the day for Jan. 20, 2025 - Space","Even though the Red Planet's atmosphere is thin, wind is still one of Mars' most relentless sculptors.",Space.com,2026-01-20T14:00:00Z,Negative,0.7648694515228271,0.7648694515228271,0.2351305037736892,https://www.space.com/astronomy/mars/mars-orbiter-sees-odd-etchings-in-the-sand-space-photo-of-the-day-for-jan-20-2025,0,6.873204984003678e-05,Non-Financial
SAN,Company,CATEGORY_SCIENCE,science,"Mars orbiter sees odd etchings in the sand photo of the day for Jan. 20, 2025 - Space","Even though the Red Planet's atmosphere is thin, wind is still one of Mars' most relentless sculptors.",Space.com,2026-01-20T14:00:00Z,Negative,0.7648694515228271,0.7648694515228271,0.2351305037736892,https://www.space.com/astronomy/mars/mars-orbiter-sees-odd-etchings-in-the-sand-space-photo-of-the-day-for-jan-20-2025,0,6.873204984003678e-05,Non-Financial
HO,Company,CATEGORY_SCIENCE,science,"Mars orbiter sees odd etchings in the sand photo of the day for Jan. 20, 2025 - Space","Even though the Red Planet's atmosphere is thin, wind is still one of Mars' most relentless sculptors.",Space.com,2026-01-20T14:00:00Z,Negative,0.7648694515228271,0.7648694515228271,0.2351305037736892,https://www.space.com/astronomy/mars/mars-orbiter-sees-odd-etchings-in-the-sand-space-photo-of-the-day-for-jan-20-2025,0,6.873204984003678e-05,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,A PvE Analysis of Precious Pals: Taken Over! - Pokémon GO Hub,"Welcome Trainers! Here we are with another PvE analysis, this time for Precious Pals: Taken Over Event. Team Rocket Grunts and their leader Giovanni are back in action, this time adding new Shadow Pokémon to their line-up. So, how do these new Shadow Pokémon …",Pokemon GO Hub,2026-01-22T13:51:31Z,Positive,0.651199221611023,0.3488008081912994,0.651199221611023,https://pokemongohub.net/post/meta/a-pve-analysis-of-precious-pals-taken-over/,0,6.033441604813561e-05,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,A PvE Analysis of Precious Pals: Taken Over! - Pokémon GO Hub,"Welcome Trainers! Here we are with another PvE analysis, this time for Precious Pals: Taken Over Event. Team Rocket Grunts and their leader Giovanni are back in action, this time adding new Shadow Pokémon to their line-up. So, how do these new Shadow Pokémon …",Pokemon GO Hub,2026-01-22T13:51:31Z,Positive,0.651199221611023,0.3488008081912994,0.651199221611023,https://pokemongohub.net/post/meta/a-pve-analysis-of-precious-pals-taken-over/,0,6.033441604813561e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,"Donkey Kong Bananza's First Update Of 2026 Is Now Available, Here's What's Included - Nintendo Life",It's been a busy week for DK,Nintendo Life,2026-01-22T03:06:12Z,Negative,0.8208003044128418,0.8208003044128418,0.1791996955871582,https://www.nintendolife.com/news/2026/01/donkey-kong-bananzas-first-update-of-2026-is-now-available-heres-whats-included,0,0.0004532660823315382,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Free update for Mario Kart World lets you race as a team in Knockout Tour - Nintendo,Available now. Only for the Nintendo Switch 2 system.,Nintendo.com,2026-01-22T02:02:43Z,Positive,0.8374925851821899,0.1625074297189712,0.8374925851821899,https://www.nintendo.com/us/whatsnew/free-update-for-mario-kart-world-lets-you-race-as-a-team-in-knockout-tour/,0,0.0019691488705575466,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Attackers With Decompilers Strike Again (SmarterTools SmarterMail WT-2026-0001 Auth Bypass) - watchTowr Labs,"Well, well, well - look what we’re back with.

You may recall that merely two weeks ago, we analyzed CVE-2025-52691 - a pre-auth RCE vulnerability in the SmarterTools SmarterMail email solution with a timeline that is typically reserved for KEV hall-of-famers…",Watchtowr.com,2026-01-22T00:27:33Z,Negative,0.9085544943809508,0.9085544943809508,0.0914455354213714,https://labs.watchtowr.com/attackers-with-decompilers-strike-again-smartertools-smartermail-wt-2026-0001-auth-bypass/,0,5.524294465431012e-05,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,"Not to be outdone by OpenAI, Apple is reportedly developing an AI wearable - TechCrunch","Should this wearable materialize, it could be released as early as 2027, according to a report on the device.",TechCrunch,2026-01-22T00:20:18Z,Positive,0.7845227122306824,0.2154772579669952,0.7845227122306824,https://techcrunch.com/2026/01/21/not-to-be-outdone-by-openai-apple-is-reportedly-developing-an-ai-wearable/,0,0.0014514579670503736,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"Not to be outdone by OpenAI, Apple is reportedly developing an AI wearable - TechCrunch","Should this wearable materialize, it could be released as early as 2027, according to a report on the device.",TechCrunch,2026-01-22T00:20:18Z,Positive,0.7845227122306824,0.2154772579669952,0.7845227122306824,https://techcrunch.com/2026/01/21/not-to-be-outdone-by-openai-apple-is-reportedly-developing-an-ai-wearable/,0,0.0014514579670503736,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"Not to be outdone by OpenAI, Apple is reportedly developing an AI wearable - TechCrunch","Should this wearable materialize, it could be released as early as 2027, according to a report on the device.",TechCrunch,2026-01-22T00:20:18Z,Positive,0.7845227122306824,0.2154772579669952,0.7845227122306824,https://techcrunch.com/2026/01/21/not-to-be-outdone-by-openai-apple-is-reportedly-developing-an-ai-wearable/,0,0.0014514579670503736,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,Apple's Upcoming Home Hub Could Include 'Robotic Swiveling Base' - MacRumors,"The home hub device that Apple plans to release as soon as this spring has a ""robotic swiveling base,"" according to The Information's...",MacRumors,2026-01-22T00:04:23Z,Positive,0.9170010089874268,0.0829989314079284,0.9170010089874268,https://www.macrumors.com/2026/01/21/home-hub-robotic-swivel-base/,0,0.00016163916734512895,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Apple's Upcoming Home Hub Could Include 'Robotic Swiveling Base' - MacRumors,"The home hub device that Apple plans to release as soon as this spring has a ""robotic swiveling base,"" according to The Information's...",MacRumors,2026-01-22T00:04:23Z,Positive,0.9170010089874268,0.0829989314079284,0.9170010089874268,https://www.macrumors.com/2026/01/21/home-hub-robotic-swivel-base/,0,0.00016163916734512895,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Apple's Upcoming Home Hub Could Include 'Robotic Swiveling Base' - MacRumors,"The home hub device that Apple plans to release as soon as this spring has a ""robotic swiveling base,"" according to The Information's...",MacRumors,2026-01-22T00:04:23Z,Positive,0.9170010089874268,0.0829989314079284,0.9170010089874268,https://www.macrumors.com/2026/01/21/home-hub-robotic-swivel-base/,0,0.00016163916734512895,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Millions of people imperiled through sign-in links sent by SMS - Ars Technica,Even well-known services with millions of users are exposing sensitive data.,Ars Technica,2026-01-21T23:22:14Z,Negative,0.9536949396133424,0.9536949396133424,0.0463050603866577,https://arstechnica.com/security/2026/01/millions-of-people-imperiled-through-sign-in-links-sent-by-sms/,0,6.39416030026041e-05,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,"Apple plans to make Siri an AI chatbot, report says - TechCrunch",Siri could look more like ChatGPT than its current state as an integrated feature across Apple products.,TechCrunch,2026-01-21T22:12:50Z,Positive,0.8321058750152588,0.1678941398859024,0.8321058750152588,https://techcrunch.com/2026/01/21/apple-plans-to-make-siri-an-ai-chatbot-report-says/,0,0.00020305064390413463,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,'Call the Police': Woman Goes Into Gas Station Bathroom. Then She Gives The Mirror A Closer Look - Motor1.com,A woman went to a gas station bathroom. The position of the mirrors made her wonder if she was being watched. How can you tell if a mirror is two-way?,Motor1 ,2026-01-21T21:58:01Z,Negative,0.6299732327461243,0.6299732327461243,0.3700266778469085,https://www.motor1.com/news/785045/woman-fears-gas-station-bathroom-mirror/,0,0.0002245893410872668,Non-Financial
ENGI,Company,CATEGORY_TECHNOLOGY,technology,'Call the Police': Woman Goes Into Gas Station Bathroom. Then She Gives The Mirror A Closer Look - Motor1.com,A woman went to a gas station bathroom. The position of the mirrors made her wonder if she was being watched. How can you tell if a mirror is two-way?,Motor1 ,2026-01-21T21:58:01Z,Negative,0.6299732327461243,0.6299732327461243,0.3700266778469085,https://www.motor1.com/news/785045/woman-fears-gas-station-bathroom-mirror/,0,0.0002245893410872668,Non-Financial
TTE,Company,CATEGORY_TECHNOLOGY,technology,'Call the Police': Woman Goes Into Gas Station Bathroom. Then She Gives The Mirror A Closer Look - Motor1.com,A woman went to a gas station bathroom. The position of the mirrors made her wonder if she was being watched. How can you tell if a mirror is two-way?,Motor1 ,2026-01-21T21:58:01Z,Negative,0.6299732327461243,0.6299732327461243,0.3700266778469085,https://www.motor1.com/news/785045/woman-fears-gas-station-bathroom-mirror/,0,0.0002245893410872668,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,12 Samsung Galaxy phones now secure with January 2026 update - Sammy Fans,"Samsung has pushed the January 2026 security update for 12 more Galaxy phones. This update makes the phones secure and helps them run more smoothly. Samsung started the rollout earlier this month and is now adding more Galaxy A, M, and XCover models to the li…",Sammyfans.com,2026-01-21T20:45:12Z,Positive,0.9919662475585938,0.0080337887629866,0.9919662475585938,https://www.sammyfans.com/2026/01/21/12-samsung-galaxy-phones-now-secure-with-january-2026-update/,0,0.015810800716280937,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Samsung leaks Galaxy S26 Ultra 'Privacy Display' while showing off new Good Lock features - 9to5Google,Samsung recently took to its website to share a huge set of new updates to its Good Lock suite of...,9to5google.com,2026-01-21T20:45:00Z,Positive,0.9913032054901124,0.0086968364194035,0.9913032054901124,http://9to5google.com/2026/01/21/samsung-galaxy-s26-ultra-privacy-display-leak/,0,0.014813830144703388,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,TFT patch 16.3 - Teamfight Tactics,"Patch 16.3 comes with system changes like XP, unlock conditions and balance changes!",Leagueoflegends.com,2026-01-21T19:00:00Z,Positive,0.9709431529045104,0.0290568638592958,0.9709431529045104,https://teamfighttactics.leagueoflegends.com/en-us/news/game-updates/teamfight-tactics-patch-16-3/,0,4.2424082494108006e-05,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,Google Photos adds a sticker locker just to remind Android users what they’re missing - Android Authority,"Google Photos now organizes custom stickers into Collections on iOS, but Android users are still left waiting for the feature.",Android Authority,2026-01-21T18:16:23Z,Negative,0.8134839534759521,0.8134839534759521,0.1865161061286926,https://www.androidauthority.com/google-photos-stickers-saved-in-collections-3634352/,0,0.015950998291373253,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,Google Photos adds a sticker locker just to remind Android users what they’re missing - Android Authority,"Google Photos now organizes custom stickers into Collections on iOS, but Android users are still left waiting for the feature.",Android Authority,2026-01-21T18:16:23Z,Negative,0.8134839534759521,0.8134839534759521,0.1865161061286926,https://www.androidauthority.com/google-photos-stickers-saved-in-collections-3634352/,0,0.015950998291373253,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,The Super Hero Team-based PVP Shooter - Marvel Rivals,Play for free Now! Get ready to Ignite the Battle with Marvel Rivals!,Marvelrivals.com,2026-01-21T18:03:39Z,Positive,0.7760170698165894,0.2239829301834106,0.7760170698165894,https://www.marvelrivals.com/gameupdate/20260121/41548_1282950.html,0,6.80484517943114e-05,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Eric Cartman & Crew Cause Chaos in Rocket League - Rocket League ®,"The gang has driven all the way from South Park, Colorado, to the arena. Complete Challenges in “Cartman’s Crash Out” to unlock Toppers based on the boys.",Rocketleague.com,2026-01-21T16:56:10Z,Negative,0.9630401134490968,0.9630401134490968,0.0369599536061286,https://www.rocketleague.com/news/cartmans-crash-out-the-boys-from-south-park-colorado-cause-chaos-in-rocket-league,0,9.79261239990592e-05,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,Quantum spin resonance in engineered proteins for multimodal sensing - Nature,"A recently developed class of magneto-sensitive fluorescent proteins are engineered to alter the properties of their response to magnetic fields and radio frequencies, enabling multimodal sensing of biological systems.",Nature.com,2026-01-21T16:08:29Z,Positive,0.7585517168045044,0.2414483278989792,0.7585517168045044,https://www.nature.com/articles/s41586-025-09971-3,0,6.877422129036859e-05,Non-Financial
ENGI,Company,CATEGORY_TECHNOLOGY,technology,Quantum spin resonance in engineered proteins for multimodal sensing - Nature,"A recently developed class of magneto-sensitive fluorescent proteins are engineered to alter the properties of their response to magnetic fields and radio frequencies, enabling multimodal sensing of biological systems.",Nature.com,2026-01-21T16:08:29Z,Positive,0.7585517168045044,0.2414483278989792,0.7585517168045044,https://www.nature.com/articles/s41586-025-09971-3,0,6.877422129036859e-05,Non-Financial
AIR,Company,CATEGORY_TECHNOLOGY,technology,"Sony Unveils $230 Clip-On Earbuds, Joining a Growing Wave - Bloomberg.com","Sony Group Corp. introduced its latest pair of consumer earbuds, with a clip-on design that resembles recent efforts from Bose Corp., Lenovo Group Ltd.’s Motorola unit and Huawei Technologies Co.",Bloomberg,2026-01-21T16:00:31Z,Positive,0.984744131565094,0.0152558544650673,0.984744131565094,https://www.bloomberg.com/news/articles/2026-01-21/sony-announces-230-linkbuds-clip-earbuds-joining-a-growing-style-trend,0,0.0018026980105787516,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,"AI Videos Nearly Indistinguishable From Real Videos, Runway Finds - The Information","Runway today is releasing its latest AI model, Gen-4.5, that can generate videos from an image. The model, from the startup that specializes in image and video-generating models, is impressive but is likely to underscore growing concerns about AI-generated de…",The Information,2026-01-21T15:00:00Z,Negative,0.9686814546585084,0.9686814546585084,0.031318511813879,https://www.theinformation.com/newsletters/ai-agenda/ai-videos-nearly-indistinguishable-real-videos-runway-finds,0,0.0005877718213014305,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,"Adobe Acrobat now lets you edit files using prompts, generate podcast summaries - TechCrunch","Adobe is adding AI tools to Acrobat, including the ability to generate podcast summaries of files, create presentations, and a way for users to edit files using prompts.",TechCrunch,2026-01-21T14:16:53Z,Positive,0.9577730298042296,0.0422270186245441,0.9577730298042296,https://techcrunch.com/2026/01/21/adobe-acrobat-now-lets-you-edit-files-using-prompts-generate-podcast-summaries/,0,0.00023516631335951388,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"NeurIPS papers contained 100+ AI-hallucinated citations, new report claims - Fortune",An analysis of NeurIPS 2025 papers by startup GPTZero reveals how AI-generated citations are slipping into elite academic research.,Fortune,2026-01-21T14:00:00Z,Negative,0.9636275172233582,0.9636275172233582,0.0363724157214164,https://fortune.com/2026/01/21/neurips-ai-conferences-research-papers-hallucinations/,0,0.000192848383449018,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,"NeurIPS papers contained 100+ AI-hallucinated citations, new report claims - Fortune",An analysis of NeurIPS 2025 papers by startup GPTZero reveals how AI-generated citations are slipping into elite academic research.,Fortune,2026-01-21T14:00:00Z,Negative,0.9636275172233582,0.9636275172233582,0.0363724157214164,https://fortune.com/2026/01/21/neurips-ai-conferences-research-papers-hallucinations/,0,0.000192848383449018,Non-Financial
TSLA,Company,CATEGORY_TECHNOLOGY,technology,"Final Fantasy 7 Remake Intergrade Nintendo Switch 2 tech analysis, including frame rate and resolution - Nintendo Everything","The next big third-party port is almost here on Nintendo Switch 2 with Final Fantasy 7 Remake Intergrade, and now Digital Foundry has offered technical insight with various details including frame rate and resolution. Overall it looks like Square Enix deliver…",Nintendoeverything.com,2026-01-21T13:15:22Z,Positive,0.6474107503890991,0.3525892496109009,0.6474107503890991,https://nintendoeverything.com/final-fantasy-7-remake-intergrade-switch-2-frame-rate-resolution/,0,0.00041011325083673,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,iPhone 18 Pro Dynamic Island confusion now appears to be resolved - 9to5Mac,"There’s been considerable confusion about the fate of the iPhone 18 Pro Dynamic Island, with conflicting claims about the position...",9to5Mac,2026-01-21T12:40:00Z,Negative,0.9731277227401732,0.9731277227401732,0.0268722977489233,https://9to5mac.com/2026/01/21/iphone-18-pro-dynamic-island-confusion-now-appears-to-be-resolved/,0,8.796162728685886e-05,Non-Financial
HO,Company,CATEGORY_TECHNOLOGY,technology,iPhone 18 Pro Dynamic Island confusion now appears to be resolved - 9to5Mac,"There’s been considerable confusion about the fate of the iPhone 18 Pro Dynamic Island, with conflicting claims about the position...",9to5Mac,2026-01-21T12:40:00Z,Negative,0.9731277227401732,0.9731277227401732,0.0268722977489233,https://9to5mac.com/2026/01/21/iphone-18-pro-dynamic-island-confusion-now-appears-to-be-resolved/,0,8.796162728685886e-05,Non-Financial
AAPL,Company,CATEGORY_TECHNOLOGY,technology,"Random: YouTuber Combines Switch 2, PS5, And Xbox Series X Into One Huge Machine - Nintendo Life",It's a beast,Nintendo Life,2026-01-21T12:15:00Z,Positive,0.8678480386734009,0.1321519166231155,0.8678480386734009,https://www.nintendolife.com/news/2026/01/random-youtuber-combines-switch-2-ps5-and-xbox-series-s-into-one-huge-machine,0,0.00017021840903908014,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,Surface Laptop 7 is the budget play over waiting for Snapdragon X2 - Windows Central,"Next-gen hype is starting, but so are the price cuts. The Surface Laptop 7 with a Snapdragon X Plus is currently $350 off, hitting that sweet spot.",Windows Central,2026-01-21T11:39:55Z,Negative,0.9546322226524352,0.9546322226524352,0.0453677698969841,https://www.windowscentral.com/hardware/surface/is-the-surface-laptop-7-still-worth-it-with-next-gen-chips-on-the-way-it-is-at-this-price-grab-it-before-the-clock-runs-out,0,0.013766972348093987,Non-Financial
UNKNOWN,Unknown,CATEGORY_TECHNOLOGY,technology,‘Nightmare’—Microsoft Update Breaks Windows For Millions - Forbes,Do not install this Microsoft Windows update until you understand the risks.,Forbes,2026-01-21T10:34:52Z,Negative,0.930130898952484,0.930130898952484,0.0698690712451934,https://www.forbes.com/sites/zakdoffman/2026/01/21/nightmare-microsoft-update-breaks-windows-for-millions/,0,0.0025329538621008396,Non-Financial
ENGI,Company,CATEGORY_TECHNOLOGY,technology,Newly discovered metallic material with record thermal conductivity upends assumptions about heat transport limits - Tech Xplore,"A UCLA-led, multi-institution research team has discovered a metallic material with the highest thermal conductivity measured among metals, challenging long-standing assumptions about the limits of heat transport in metallic materials.",Tech Xplore,2026-01-20T21:00:04Z,Negative,0.9685583114624025,0.9685583114624025,0.0314416363835334,https://techxplore.com/news/2026-01-newly-metallic-material-thermal-upends.html,0,6.94485570420511e-05,Non-Financial
